Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1658858833.028725,7168,1658858833,25747072,map,0.8549668192863464,12.924988746643066,3.8440213203430176,0.013388980483835852,0.0010364812629948727,-0.6915032387551705,-0.7222485248855165
1658858833.078462,7169,1658858833,75747072,map,0.8521904349327087,12.920632362365723,3.8309409618377686,0.014628506311789018,0.001220143632678432,-0.6915684549875619,-0.7221617478922004
1658858833.1284738,7170,1658858833,125747584,map,0.8498977422714233,12.916521072387695,3.815016984939575,0.016348287429438745,0.0018035759447654401,-0.6918113765103866,-0.7218909196982187
1658858833.178395,7171,1658858833,175747584,map,0.850213885307312,12.915334701538086,3.7940430641174316,0.016306008608017526,0.0006853398156712483,-0.6913669144703599,-0.7223194819249625
1658858833.228441,7172,1658858833,225747840,map,0.852510929107666,12.916550636291504,3.768496036529541,0.016522889746621975,-8.540217932988711e-05,-0.6909985296487124,-0.7226672947105096
1658858833.278479,7173,1658858833,275747840,map,0.8546434640884399,12.917362213134766,3.740647792816162,0.017375967163059846,0.001227000120604833,-0.6910248175234553,-0.7226211122037105
1658858833.3285556,7174,1658858833,325748096,map,0.856884777545929,12.91791820526123,3.71077036857605,0.017788101210551573,0.0020393351404990904,-0.6907094865860087,-0.7229106650946575
1658858833.378468,7175,1658858833,375748096,map,0.8593087792396545,12.918333053588867,3.6792569160461426,0.017835231481945883,0.0028770691753764346,-0.6903937985547608,-0.723208151162633
1658858833.4286242,7176,1658858833,425748096,map,0.8627702593803406,12.920876502990723,3.649286985397339,0.017672929979928514,0.004043787006804724,-0.6900073923239735,-0.7235752302772935
1658858833.4783528,7177,1658858833,475748096,map,0.8662128448486328,12.92302417755127,3.6168670654296875,0.01747088599718401,0.004234287587495468,-0.689682647973001,-0.7238885853748829
1658858833.5285575,7178,1658858833,525748352,map,0.8697028756141663,12.924798965454102,3.5825161933898926,0.01673774313727903,0.00474027540214284,-0.6891391250137002,-0.7244202123899733
1658858833.5784936,7179,1658858833,575748352,map,0.873115062713623,12.925436973571777,3.5470452308654785,0.016459978890422177,0.005356436151395388,-0.6887831640437563,-0.7247607402560895
1658858833.6284566,7180,1658858833,625748864,map,0.8762296438217163,12.925107955932617,3.5105206966400146,0.0180654656714871,0.007669043241771761,-0.6888047269483214,-0.7246812215446707
1658858833.678312,7181,1658858833,675748864,map,0.879443347454071,12.92475414276123,3.472449541091919,0.017761689114545873,0.007537855553802008,-0.688378332344903,-0.725095148716014
1658858833.7284193,7182,1658858833,725748864,map,0.8827626705169678,12.92431926727295,3.4331278800964355,0.0170571150915052,0.007088342947187477,-0.6877389079117536,-0.7257230909674615
1658858833.7783246,7183,1658858833,775748864,map,0.8858798146247864,12.923840522766113,3.392716407775879,0.017425250023194103,0.006315676077373927,-0.6873237591115464,-0.726114676244798
1658858833.8283439,7184,1658858833,825748864,map,0.8908324837684631,12.922063827514648,3.350867986679077,0.018158713234360524,0.006673988610662929,-0.6870472582507436,-0.7263551362383508
1658858833.8782868,7185,1658858833,875748864,map,0.8953283429145813,12.920417785644531,3.308215618133545,0.01984541059636158,0.006605553599127042,-0.6867776162632776,-0.7265666054393369
1658858833.928326,7186,1658858833,925748352,map,0.8994420766830444,12.91891860961914,3.265124559402466,0.021674738422730377,0.007392277343086282,-0.6866510532885418,-0.7266263764602308
